role_idx,target_role,education_level_val,branch_match_val,cgpa_norm,experience_years,experience_ratio,core_skill_coverage,secondary_skill_coverage,bonus_skill_count,certification_count,eligibility_score,tier_idx,tier_label
4.0,web-developer,0.92,1.0,8.65,4.0,3.0,0.854,0.646,2.0,2.0,91.1,3,Highly Eligible
3.0,data-scientist,0.85,1.0,8.07,1.0,0.5,0.53,0.1,1.0,1.0,69.6,2,Eligible
0.0,python-developer,0.92,0.75,8.2,3.0,1.5,0.715,0.535,4.0,4.0,89.0,3,Highly Eligible
1.0,data-analyst,0.92,1.0,6.92,0.0,0.0,0.53,0.359,2.0,1.0,68.5,2,Eligible
1.0,data-analyst,0.85,0.65,8.0,0.0,0.0,0.045,0.121,0.0,0.0,40.2,0,Foundational / Action Required
0.0,python-developer,0.92,1.0,7.61,4.0,2.0,0.808,0.646,3.0,1.0,84.4,3,Highly Eligible
2.0,machine-learning-engineer,0.65,1.0,7.1,1.0,0.5,0.602,0.341,3.0,0.0,67.6,1,Partially Eligible
0.0,python-developer,0.85,1.0,7.81,0.0,0.0,0.433,0.279,2.0,2.0,68.4,2,Eligible
4.0,web-developer,0.92,1.0,7.95,0.0,0.0,0.8,0.563,1.0,0.0,78.2,2,Eligible
4.0,web-developer,0.92,1.0,7.67,2.0,2.0,0.927,0.742,2.0,2.0,98.5,3,Highly Eligible
1.0,data-analyst,0.92,1.0,8.28,4.0,3.0,0.75,0.631,3.0,4.0,90.5,3,Highly Eligible
4.0,web-developer,0.92,1.0,8.44,0.0,0.0,0.379,0.309,2.0,1.0,63.9,1,Partially Eligible
1.0,data-analyst,0.85,1.0,7.39,0.0,0.0,0.719,0.582,1.0,2.0,74.5,2,Eligible
0.0,python-developer,0.85,0.75,8.03,0.0,0.0,0.4,0.121,1.0,0.0,52.1,1,Partially Eligible
0.0,python-developer,0.85,1.0,9.5,0.0,0.0,0.668,0.431,2.0,1.0,74.8,2,Eligible
5.0,software-developer,0.92,1.0,8.31,0.0,0.0,0.553,0.314,1.0,0.0,66.2,1,Partially Eligible
5.0,software-developer,0.92,1.0,7.13,0.0,0.0,0.35,0.498,3.0,2.0,61.5,1,Partially Eligible
0.0,python-developer,0.85,0.75,6.32,0.0,0.0,0.379,0.06,0.0,0.0,50.4,0,Foundational / Action Required
1.0,data-analyst,0.85,0.75,7.62,2.5,2.5,0.635,0.363,2.0,0.0,71.4,2,Eligible
0.0,python-developer,0.65,0.75,5.61,0.5,0.25,0.23,0.0,1.0,0.0,46.7,0,Foundational / Action Required
0.0,python-developer,0.92,0.75,8.69,0.5,0.25,0.539,0.187,3.0,1.0,70.0,2,Eligible
2.0,machine-learning-engineer,0.85,1.0,7.87,0.5,0.25,0.496,0.6,2.0,0.0,59.7,1,Partially Eligible
0.0,python-developer,0.65,0.35,6.16,1.0,0.5,0.271,0.105,0.0,0.0,45.9,0,Foundational / Action Required
4.0,web-developer,0.65,1.0,7.94,2.0,2.0,0.603,0.385,3.0,0.0,69.0,2,Eligible
1.0,data-analyst,0.85,0.75,8.79,1.5,1.5,0.653,0.511,2.0,1.0,77.4,2,Eligible
2.0,machine-learning-engineer,0.85,1.0,7.67,0.0,0.0,0.59,0.347,2.0,0.0,65.5,1,Partially Eligible
5.0,software-developer,0.85,1.0,7.55,0.0,0.0,0.748,0.387,3.0,1.0,78.2,2,Eligible
3.0,data-scientist,0.92,0.75,6.62,0.0,0.0,0.684,0.243,3.0,0.0,68.5,2,Eligible
1.0,data-analyst,0.85,0.65,7.27,2.5,2.5,0.703,0.15,2.0,1.0,83.5,3,Highly Eligible
4.0,web-developer,0.85,1.0,8.19,4.0,3.0,0.911,0.596,3.0,2.0,86.7,3,Highly Eligible
1.0,data-analyst,0.65,0.75,5.0,0.5,0.5,0.224,0.052,1.0,0.0,45.8,0,Foundational / Action Required
5.0,software-developer,0.85,1.0,6.18,1.5,0.75,0.648,0.524,1.0,3.0,73.3,2,Eligible
4.0,web-developer,0.85,1.0,8.48,0.5,0.5,0.378,0.312,2.0,0.0,64.4,1,Partially Eligible
4.0,web-developer,0.92,0.75,8.77,4.0,3.0,0.77,0.869,4.0,1.0,83.0,3,Highly Eligible
3.0,data-scientist,0.85,0.75,7.93,2.5,1.25,0.81,0.15,3.0,2.0,90.3,3,Highly Eligible
1.0,data-analyst,0.65,0.65,6.99,0.5,0.5,0.178,0.208,0.0,1.0,47.4,0,Foundational / Action Required
3.0,data-scientist,0.85,1.0,8.27,1.0,0.5,0.507,0.166,4.0,2.0,72.8,2,Eligible
3.0,data-scientist,0.92,1.0,8.3,3.0,1.5,0.88,0.718,4.0,2.0,95.8,3,Highly Eligible
1.0,data-analyst,0.85,0.35,5.29,0.0,0.0,0.157,0.119,2.0,0.0,46.7,0,Foundational / Action Required
0.0,python-developer,0.85,1.0,7.99,1.5,0.75,0.521,0.221,3.0,0.0,69.4,2,Eligible
0.0,python-developer,0.85,1.0,8.74,0.0,0.0,0.643,0.517,3.0,2.0,82.4,3,Highly Eligible
5.0,software-developer,0.65,0.35,5.08,0.0,0.0,0.249,0.225,0.0,0.0,36.3,0,Foundational / Action Required
3.0,data-scientist,0.85,1.0,7.62,0.0,0.0,0.35,0.285,2.0,2.0,62.1,1,Partially Eligible
2.0,machine-learning-engineer,0.85,1.0,7.31,2.0,1.0,0.401,0.347,2.0,1.0,66.0,1,Partially Eligible
3.0,data-scientist,0.92,1.0,8.34,6.0,3.0,0.926,0.772,5.0,4.0,99.0,3,Highly Eligible
3.0,data-scientist,0.85,1.0,7.42,0.0,0.0,0.451,0.212,2.0,2.0,64.1,1,Partially Eligible
3.0,data-scientist,0.65,0.65,7.53,1.0,0.5,0.628,0.701,3.0,0.0,69.5,2,Eligible
5.0,software-developer,0.85,0.35,7.45,0.0,0.0,0.322,0.0,0.0,1.0,50.2,0,Foundational / Action Required
0.0,python-developer,0.92,1.0,9.28,4.0,2.0,0.947,1.0,5.0,3.0,99.0,3,Highly Eligible
5.0,software-developer,0.65,0.35,6.96,0.0,0.0,0.193,0.061,1.0,1.0,45.1,0,Foundational / Action Required
5.0,software-developer,0.45,0.65,6.68,0.5,0.25,0.156,0.0,0.0,0.0,34.1,0,Foundational / Action Required
5.0,software-developer,0.65,0.65,5.47,0.0,0.0,0.283,0.136,0.0,0.0,43.3,0,Foundational / Action Required
0.0,python-developer,0.85,0.75,7.95,0.5,0.25,0.443,0.592,1.0,2.0,66.7,1,Partially Eligible
0.0,python-developer,0.92,1.0,8.35,2.0,1.0,0.889,0.863,4.0,2.0,98.2,3,Highly Eligible
3.0,data-scientist,0.65,1.0,7.36,0.0,0.0,0.45,0.181,1.0,0.0,54.3,1,Partially Eligible
5.0,software-developer,0.85,0.75,7.12,1.5,0.75,0.85,0.497,1.0,2.0,84.1,3,Highly Eligible
2.0,machine-learning-engineer,0.85,0.75,8.02,0.0,0.0,0.35,0.469,1.0,1.0,55.8,1,Partially Eligible
0.0,python-developer,0.85,0.75,7.8,0.0,0.0,0.508,0.431,3.0,2.0,65.7,1,Partially Eligible
1.0,data-analyst,0.85,0.75,6.73,1.5,1.5,0.476,0.15,2.0,2.0,72.7,2,Eligible
1.0,data-analyst,0.85,1.0,8.22,3.0,3.0,0.839,0.756,4.0,1.0,90.9,3,Highly Eligible
1.0,data-analyst,0.85,1.0,8.26,0.0,0.0,0.503,0.376,2.0,1.0,67.0,1,Partially Eligible
4.0,web-developer,0.85,1.0,8.04,1.0,1.0,0.462,0.42,1.0,0.0,70.5,2,Eligible
3.0,data-scientist,0.45,0.75,5.93,0.0,0.0,0.049,0.111,1.0,0.0,27.5,0,Foundational / Action Required
1.0,data-analyst,0.65,0.35,7.32,0.0,0.0,0.45,0.234,1.0,0.0,46.5,0,Foundational / Action Required
3.0,data-scientist,0.65,0.65,6.76,0.0,0.0,0.311,0.125,0.0,0.0,42.1,0,Foundational / Action Required
1.0,data-analyst,0.65,0.35,7.19,0.0,0.0,0.172,0.0,0.0,0.0,39.5,0,Foundational / Action Required
2.0,machine-learning-engineer,0.65,0.65,7.67,0.0,0.0,0.32,0.224,1.0,0.0,47.5,0,Foundational / Action Required
3.0,data-scientist,0.85,1.0,6.54,2.0,1.0,0.57,0.384,1.0,1.0,74.8,2,Eligible
1.0,data-analyst,0.92,0.75,8.81,5.0,3.0,0.6,0.679,2.0,2.0,78.7,2,Eligible
0.0,python-developer,0.85,1.0,7.17,2.0,1.0,0.874,0.462,2.0,2.0,86.7,3,Highly Eligible
3.0,data-scientist,0.85,1.0,8.12,1.5,0.75,0.429,0.448,1.0,2.0,73.2,2,Eligible
4.0,web-developer,0.85,1.0,7.67,1.0,1.0,0.812,0.593,3.0,0.0,87.5,3,Highly Eligible
0.0,python-developer,0.85,0.75,6.66,0.0,0.0,0.237,0.178,0.0,0.0,45.9,0,Foundational / Action Required
0.0,python-developer,0.65,0.75,5.82,0.0,0.0,0.122,0.024,0.0,1.0,36.7,0,Foundational / Action Required
5.0,software-developer,0.85,0.65,6.87,2.0,1.0,0.828,0.6,2.0,1.0,84.0,3,Highly Eligible
4.0,web-developer,0.92,1.0,7.18,0.0,0.0,0.416,0.198,2.0,0.0,62.0,1,Partially Eligible
0.0,python-developer,0.85,1.0,7.04,1.0,0.5,0.687,0.229,2.0,0.0,76.8,2,Eligible
0.0,python-developer,0.85,1.0,8.24,0.0,0.0,0.35,0.165,3.0,2.0,67.5,1,Partially Eligible
1.0,data-analyst,0.92,1.0,8.23,0.0,0.0,0.597,0.244,1.0,2.0,73.8,2,Eligible
1.0,data-analyst,0.85,1.0,7.29,0.0,0.0,0.513,0.532,2.0,0.0,61.6,1,Partially Eligible
3.0,data-scientist,0.85,0.65,8.1,2.0,1.0,0.799,0.593,3.0,2.0,92.0,3,Highly Eligible
3.0,data-scientist,0.85,1.0,7.32,2.0,1.0,0.835,0.156,2.0,3.0,90.4,3,Highly Eligible
3.0,data-scientist,0.92,1.0,8.26,6.0,3.0,0.931,0.875,4.0,2.0,99.0,3,Highly Eligible
1.0,data-analyst,0.85,1.0,8.05,1.0,1.0,0.576,0.75,3.0,1.0,77.0,2,Eligible
3.0,data-scientist,0.85,1.0,7.16,0.5,0.25,0.606,0.6,3.0,0.0,68.6,2,Eligible
0.0,python-developer,0.85,0.65,7.18,0.5,0.25,0.26,0.104,0.0,0.0,49.5,0,Foundational / Action Required
1.0,data-analyst,0.65,0.35,6.62,0.0,0.0,0.292,0.053,0.0,0.0,43.0,0,Foundational / Action Required
3.0,data-scientist,0.65,0.75,6.77,0.0,0.0,0.296,0.163,0.0,0.0,41.7,0,Foundational / Action Required
0.0,python-developer,0.92,1.0,9.13,6.0,3.0,0.986,0.943,3.0,3.0,99.0,3,Highly Eligible
3.0,data-scientist,0.85,0.75,6.34,0.0,0.0,0.11,0.034,0.0,0.0,38.0,0,Foundational / Action Required
2.0,machine-learning-engineer,0.45,0.35,6.45,0.0,0.0,0.258,0.039,0.0,0.0,40.4,0,Foundational / Action Required
3.0,data-scientist,0.45,0.35,6.14,0.0,0.0,0.222,0.062,0.0,1.0,39.8,0,Foundational / Action Required
2.0,machine-learning-engineer,0.45,0.65,6.96,0.5,0.25,0.0,0.124,0.0,0.0,31.2,0,Foundational / Action Required
3.0,data-scientist,0.85,0.75,7.54,1.5,0.75,0.475,0.187,3.0,1.0,62.3,1,Partially Eligible
5.0,software-developer,0.85,1.0,7.92,2.0,1.0,0.4,0.187,2.0,2.0,69.7,2,Eligible
5.0,software-developer,0.85,1.0,8.36,1.5,0.75,0.545,0.305,3.0,0.0,66.6,1,Partially Eligible
4.0,web-developer,0.85,0.35,8.0,0.0,0.0,0.395,0.0,0.0,0.0,54.8,1,Partially Eligible
5.0,software-developer,0.85,1.0,7.13,1.0,0.5,0.474,0.48,2.0,3.0,72.2,2,Eligible
5.0,software-developer,0.92,1.0,8.82,5.0,2.5,0.84,0.714,4.0,4.0,99.0,3,Highly Eligible
3.0,data-scientist,0.85,1.0,7.89,5.0,2.5,0.719,0.524,2.0,3.0,86.2,3,Highly Eligible
1.0,data-analyst,0.92,1.0,8.21,3.0,3.0,0.658,0.645,5.0,1.0,83.8,3,Highly Eligible
1.0,data-analyst,0.85,0.75,7.95,0.0,0.0,0.683,0.259,2.0,1.0,72.5,2,Eligible
2.0,machine-learning-engineer,0.92,1.0,8.54,1.0,0.5,0.545,0.425,3.0,3.0,75.3,2,Eligible
1.0,data-analyst,0.85,0.65,7.65,1.5,1.5,0.523,0.348,1.0,1.0,70.5,2,Eligible
0.0,python-developer,0.85,1.0,8.17,0.0,0.0,0.416,0.288,3.0,0.0,58.5,1,Partially Eligible
4.0,web-developer,0.85,1.0,8.75,3.0,3.0,0.666,0.624,2.0,1.0,82.7,3,Highly Eligible
5.0,software-developer,0.85,1.0,7.88,2.0,1.0,0.655,0.664,5.0,2.0,86.9,3,Highly Eligible
4.0,web-developer,0.85,0.75,7.87,1.0,1.0,0.68,0.558,4.0,1.0,83.8,3,Highly Eligible
0.0,python-developer,0.85,1.0,7.43,0.5,0.25,0.362,0.446,1.0,0.0,56.3,1,Partially Eligible
5.0,software-developer,0.65,0.35,6.46,0.0,0.0,0.258,0.081,1.0,0.0,39.3,0,Foundational / Action Required
2.0,machine-learning-engineer,0.85,1.0,8.64,2.0,1.0,0.884,0.508,3.0,3.0,99.0,3,Highly Eligible
0.0,python-developer,0.92,1.0,7.64,2.0,1.0,0.911,0.571,3.0,3.0,95.6,3,Highly Eligible
0.0,python-developer,0.85,0.65,6.45,0.0,0.0,0.0,0.0,0.0,0.0,44.8,0,Foundational / Action Required
4.0,web-developer,0.92,0.75,8.28,2.5,2.5,0.788,0.448,3.0,2.0,92.2,3,Highly Eligible
3.0,data-scientist,0.85,0.75,8.33,0.0,0.0,0.626,0.18,1.0,2.0,76.9,2,Eligible
4.0,web-developer,0.85,1.0,8.3,0.0,0.0,0.8,0.389,1.0,2.0,77.7,2,Eligible
4.0,web-developer,1.0,1.0,8.26,3.0,3.0,0.854,0.588,3.0,3.0,99.0,3,Highly Eligible
1.0,data-analyst,0.85,1.0,8.3,0.0,0.0,0.615,0.157,3.0,0.0,66.4,1,Partially Eligible
0.0,python-developer,0.85,1.0,8.86,0.0,0.0,0.54,0.53,3.0,0.0,66.2,1,Partially Eligible
4.0,web-developer,0.85,1.0,7.87,1.0,1.0,0.85,0.15,1.0,1.0,83.8,3,Highly Eligible
0.0,python-developer,0.92,1.0,8.83,4.0,2.0,0.934,0.832,6.0,3.0,99.0,3,Highly Eligible
1.0,data-analyst,0.65,0.65,7.43,0.5,0.5,0.16,0.0,0.0,0.0,45.1,0,Foundational / Action Required
0.0,python-developer,0.85,1.0,7.61,0.0,0.0,0.581,0.293,3.0,0.0,66.9,1,Partially Eligible
4.0,web-developer,0.85,1.0,6.94,0.0,0.0,0.598,0.403,3.0,2.0,73.2,2,Eligible
0.0,python-developer,0.85,0.75,7.76,2.0,1.0,0.845,0.693,3.0,0.0,81.3,2,Eligible
5.0,software-developer,0.85,1.0,7.12,5.0,2.5,0.666,0.748,3.0,2.0,82.7,3,Highly Eligible
1.0,data-analyst,0.85,1.0,7.93,0.5,0.5,0.613,0.546,3.0,2.0,75.5,2,Eligible
3.0,data-scientist,0.92,0.75,9.15,0.0,0.0,0.711,0.417,1.0,0.0,67.8,1,Partially Eligible
0.0,python-developer,0.85,0.75,7.36,2.0,1.0,0.419,0.249,1.0,1.0,63.5,1,Partially Eligible
4.0,web-developer,0.85,0.75,7.99,2.5,2.5,0.546,0.293,1.0,1.0,70.8,2,Eligible
1.0,data-analyst,0.85,1.0,7.94,0.0,0.0,0.544,0.402,2.0,0.0,64.9,1,Partially Eligible
4.0,web-developer,0.85,1.0,8.81,2.0,2.0,0.6,0.832,4.0,2.0,83.6,3,Highly Eligible
4.0,web-developer,0.92,1.0,7.92,0.0,0.0,0.416,0.452,1.0,1.0,60.5,1,Partially Eligible
0.0,python-developer,0.85,1.0,7.13,0.0,0.0,0.566,0.441,1.0,0.0,65.5,1,Partially Eligible
4.0,web-developer,0.85,1.0,7.73,0.0,0.0,0.574,0.585,1.0,1.0,65.5,1,Partially Eligible
0.0,python-developer,0.92,1.0,7.3,0.0,0.0,0.437,0.464,3.0,1.0,62.9,1,Partially Eligible
3.0,data-scientist,0.85,0.75,7.83,4.0,2.0,0.96,0.593,5.0,1.0,94.0,3,Highly Eligible
5.0,software-developer,1.0,1.0,9.3,5.0,2.5,1.0,0.751,4.0,3.0,99.0,3,Highly Eligible
4.0,web-developer,0.85,1.0,8.8,0.0,0.0,0.581,0.378,3.0,1.0,73.1,2,Eligible
4.0,web-developer,0.85,1.0,8.7,3.0,3.0,0.713,0.785,3.0,3.0,91.6,3,Highly Eligible
4.0,web-developer,0.85,1.0,6.22,1.0,1.0,0.85,0.268,3.0,0.0,85.7,3,Highly Eligible
2.0,machine-learning-engineer,0.85,0.75,8.46,1.0,0.5,0.649,0.248,2.0,3.0,82.6,3,Highly Eligible
2.0,machine-learning-engineer,0.85,0.75,7.87,0.0,0.0,0.502,0.189,2.0,0.0,65.4,1,Partially Eligible
1.0,data-analyst,0.85,1.0,9.14,0.0,0.0,0.8,0.1,3.0,1.0,84.3,3,Highly Eligible
5.0,software-developer,0.85,0.35,8.0,0.5,0.25,0.229,0.164,1.0,1.0,54.8,1,Partially Eligible
5.0,software-developer,0.85,0.75,8.46,0.0,0.0,0.379,0.314,2.0,0.0,56.1,1,Partially Eligible
2.0,machine-learning-engineer,0.85,0.75,6.99,1.5,0.75,0.643,0.559,1.0,0.0,70.5,2,Eligible
1.0,data-analyst,0.85,1.0,8.31,5.0,3.0,0.764,0.662,3.0,1.0,87.7,3,Highly Eligible
2.0,machine-learning-engineer,0.85,1.0,6.49,1.0,0.5,0.511,0.287,1.0,3.0,72.0,2,Eligible
3.0,data-scientist,0.85,1.0,7.61,0.0,0.0,0.702,0.6,2.0,0.0,69.1,2,Eligible
1.0,data-analyst,0.65,0.35,7.89,0.0,0.0,0.284,0.153,0.0,0.0,45.3,0,Foundational / Action Required
5.0,software-developer,0.85,0.65,7.23,2.0,1.0,0.4,0.335,1.0,3.0,70.2,2,Eligible
5.0,software-developer,0.65,0.65,5.82,0.0,0.0,0.21,0.12,0.0,0.0,36.9,0,Foundational / Action Required
2.0,machine-learning-engineer,0.85,0.65,9.18,1.0,0.5,0.597,0.564,3.0,2.0,72.6,2,Eligible
3.0,data-scientist,0.85,0.75,7.18,1.0,0.5,0.85,0.491,2.0,3.0,91.2,3,Highly Eligible
2.0,machine-learning-engineer,0.65,0.35,7.11,0.0,0.0,0.321,0.004,1.0,0.0,50.7,0,Foundational / Action Required
0.0,python-developer,0.92,0.75,8.15,1.0,0.5,0.403,0.261,2.0,1.0,63.7,1,Partially Eligible
0.0,python-developer,0.65,1.0,5.0,0.0,0.0,0.118,0.0,1.0,0.0,35.1,0,Foundational / Action Required
3.0,data-scientist,0.65,1.0,7.74,2.5,1.25,0.677,0.386,3.0,1.0,75.0,2,Eligible
4.0,web-developer,0.85,0.75,7.22,0.5,0.5,0.496,0.6,3.0,1.0,70.2,2,Eligible
4.0,web-developer,0.92,1.0,8.09,1.0,1.0,0.431,0.113,1.0,0.0,64.3,1,Partially Eligible
0.0,python-developer,0.85,0.75,8.84,0.0,0.0,0.598,0.6,3.0,1.0,69.1,2,Eligible
0.0,python-developer,0.92,0.75,8.39,0.0,0.0,0.428,0.415,2.0,2.0,59.0,1,Partially Eligible
4.0,web-developer,0.85,1.0,7.13,1.0,1.0,0.727,0.75,2.0,0.0,75.9,2,Eligible
1.0,data-analyst,0.92,0.75,7.37,1.0,1.0,0.4,0.477,2.0,1.0,67.2,1,Partially Eligible
4.0,web-developer,0.85,1.0,9.04,3.0,3.0,0.869,0.728,3.0,3.0,97.2,3,Highly Eligible
2.0,machine-learning-engineer,0.85,1.0,8.98,0.0,0.0,0.633,0.454,1.0,1.0,68.5,2,Eligible
1.0,data-analyst,0.45,0.35,6.07,0.0,0.0,0.184,0.0,0.0,0.0,39.4,0,Foundational / Action Required
2.0,machine-learning-engineer,0.65,0.35,6.6,0.0,0.0,0.112,0.116,2.0,0.0,41.3,0,Foundational / Action Required
0.0,python-developer,0.45,0.35,8.0,0.0,0.0,0.272,0.055,0.0,0.0,39.4,0,Foundational / Action Required
1.0,data-analyst,0.65,0.35,6.76,0.0,0.0,0.216,0.198,0.0,0.0,35.1,0,Foundational / Action Required
2.0,machine-learning-engineer,0.85,0.75,6.0,1.0,0.5,0.551,0.218,1.0,3.0,70.1,2,Eligible
2.0,machine-learning-engineer,0.85,0.75,6.48,1.0,0.5,0.515,0.489,3.0,1.0,65.9,1,Partially Eligible
1.0,data-analyst,0.92,0.65,6.88,2.0,2.0,0.403,0.408,2.0,1.0,66.9,1,Partially Eligible
3.0,data-scientist,0.92,0.75,7.58,0.5,0.25,0.712,0.6,3.0,2.0,75.3,2,Eligible
4.0,web-developer,0.85,1.0,8.15,3.0,3.0,0.672,0.725,5.0,1.0,79.0,2,Eligible
5.0,software-developer,0.85,0.65,8.69,1.5,0.75,0.425,0.15,2.0,1.0,63.0,1,Partially Eligible
2.0,machine-learning-engineer,0.65,0.65,5.38,0.0,0.0,0.241,0.095,1.0,0.0,41.1,0,Foundational / Action Required
4.0,web-developer,0.85,1.0,8.46,0.0,0.0,0.674,0.183,1.0,1.0,72.5,2,Eligible
5.0,software-developer,0.85,0.75,7.6,1.0,0.5,0.566,0.515,1.0,1.0,67.9,1,Partially Eligible
4.0,web-developer,0.65,0.65,6.96,0.5,0.5,0.0,0.123,1.0,0.0,42.0,0,Foundational / Action Required
0.0,python-developer,0.85,1.0,8.39,2.0,1.0,0.899,0.525,3.0,2.0,92.5,3,Highly Eligible
5.0,software-developer,0.85,0.75,7.02,1.0,0.5,0.63,0.413,2.0,0.0,65.0,1,Partially Eligible
4.0,web-developer,0.92,0.75,8.94,0.5,0.5,0.727,0.6,2.0,1.0,75.0,2,Eligible
2.0,machine-learning-engineer,1.0,1.0,8.51,6.0,3.0,1.0,0.767,4.0,2.0,99.0,3,Highly Eligible
5.0,software-developer,0.85,1.0,8.77,4.0,2.0,0.705,0.529,3.0,4.0,87.0,3,Highly Eligible
0.0,python-developer,0.92,0.75,8.15,2.0,1.0,0.71,0.383,1.0,1.0,79.7,2,Eligible
1.0,data-analyst,0.85,0.75,7.11,3.0,3.0,0.806,0.844,3.0,2.0,89.2,3,Highly Eligible
2.0,machine-learning-engineer,0.85,1.0,7.83,0.5,0.25,0.662,0.124,1.0,1.0,70.1,2,Eligible
0.0,python-developer,0.45,0.35,6.71,0.0,0.0,0.226,0.044,1.0,1.0,42.2,0,Foundational / Action Required
0.0,python-developer,0.85,1.0,7.73,1.0,0.5,0.85,0.578,3.0,0.0,80.8,2,Eligible
5.0,software-developer,0.92,1.0,9.6,6.0,3.0,0.982,0.783,5.0,2.0,99.0,3,Highly Eligible
4.0,web-developer,0.92,1.0,8.63,2.0,2.0,0.756,0.661,3.0,3.0,93.3,3,Highly Eligible
1.0,data-analyst,0.85,1.0,7.06,0.5,0.5,0.582,0.6,2.0,2.0,75.4,2,Eligible
2.0,machine-learning-engineer,0.92,0.75,8.58,4.0,2.0,0.912,0.781,4.0,1.0,92.4,3,Highly Eligible
2.0,machine-learning-engineer,0.92,0.75,8.05,0.0,0.0,0.578,0.213,3.0,0.0,64.8,1,Partially Eligible
4.0,web-developer,0.85,0.75,8.31,5.0,3.0,0.768,0.435,3.0,2.0,83.6,3,Highly Eligible
1.0,data-analyst,0.92,1.0,7.2,1.0,1.0,0.554,0.323,2.0,1.0,74.9,2,Eligible
5.0,software-developer,0.85,1.0,8.36,0.0,0.0,0.477,0.17,1.0,1.0,58.4,1,Partially Eligible
2.0,machine-learning-engineer,0.85,1.0,7.6,2.5,1.25,0.603,0.318,2.0,1.0,76.8,2,Eligible
1.0,data-analyst,0.85,1.0,8.34,0.0,0.0,0.652,0.398,2.0,0.0,70.5,2,Eligible
5.0,software-developer,0.85,0.75,8.76,1.0,0.5,0.721,0.626,2.0,1.0,75.7,2,Eligible
5.0,software-developer,0.85,1.0,7.43,2.5,1.25,0.826,0.458,3.0,0.0,85.0,3,Highly Eligible
2.0,machine-learning-engineer,0.92,1.0,7.83,1.5,0.75,0.516,0.52,2.0,2.0,74.3,2,Eligible
4.0,web-developer,0.65,0.35,6.69,0.0,0.0,0.041,0.0,1.0,1.0,36.0,0,Foundational / Action Required
3.0,data-scientist,0.85,0.65,6.75,1.5,0.75,0.441,0.484,1.0,1.0,61.5,1,Partially Eligible
2.0,machine-learning-engineer,0.45,1.0,6.89,0.0,0.0,0.144,0.159,0.0,1.0,38.0,0,Foundational / Action Required
0.0,python-developer,0.65,0.75,5.99,0.0,0.0,0.093,0.0,0.0,0.0,31.4,0,Foundational / Action Required
0.0,python-developer,0.85,0.75,8.76,2.0,1.0,0.602,0.221,2.0,0.0,72.8,2,Eligible
5.0,software-developer,0.85,0.75,7.91,0.0,0.0,0.612,0.29,3.0,0.0,63.8,1,Partially Eligible
3.0,data-scientist,0.85,1.0,9.09,3.0,1.5,0.732,0.474,2.0,4.0,92.4,3,Highly Eligible
2.0,machine-learning-engineer,1.0,1.0,9.59,3.0,1.5,0.958,0.65,5.0,3.0,99.0,3,Highly Eligible
0.0,python-developer,0.65,0.75,5.73,0.0,0.0,0.163,0.022,1.0,0.0,36.0,0,Foundational / Action Required
0.0,python-developer,0.85,1.0,7.48,2.0,1.0,0.4,0.341,3.0,0.0,68.0,1,Partially Eligible
2.0,machine-learning-engineer,0.85,0.65,6.48,1.5,0.75,0.689,0.303,4.0,0.0,74.0,2,Eligible
1.0,data-analyst,0.85,0.75,7.86,2.0,2.0,0.848,0.678,1.0,0.0,86.8,3,Highly Eligible
5.0,software-developer,0.92,1.0,9.66,4.0,2.0,0.868,0.914,3.0,2.0,97.1,3,Highly Eligible
2.0,machine-learning-engineer,0.85,1.0,7.49,1.5,0.75,0.718,0.388,2.0,1.0,80.8,2,Eligible
1.0,data-analyst,0.92,1.0,9.35,4.0,3.0,0.967,0.938,4.0,4.0,99.0,3,Highly Eligible
5.0,software-developer,1.0,1.0,9.39,6.0,3.0,0.97,0.733,4.0,3.0,99.0,3,Highly Eligible
3.0,data-scientist,0.85,0.75,6.69,2.0,1.0,0.673,0.15,2.0,2.0,79.2,2,Eligible
4.0,web-developer,0.85,1.0,6.89,2.0,2.0,0.4,0.734,2.0,1.0,68.5,2,Eligible
5.0,software-developer,0.45,0.35,7.1,0.5,0.25,0.058,0.0,1.0,0.0,34.4,0,Foundational / Action Required
3.0,data-scientist,0.92,1.0,7.18,4.0,2.0,0.904,0.598,4.0,2.0,95.1,3,Highly Eligible
4.0,web-developer,0.85,1.0,8.6,0.0,0.0,0.495,0.431,1.0,1.0,66.2,1,Partially Eligible
0.0,python-developer,0.85,0.65,5.57,0.0,0.0,0.262,0.091,0.0,1.0,47.5,0,Foundational / Action Required
0.0,python-developer,0.85,1.0,7.87,1.5,0.75,0.625,0.291,2.0,1.0,76.9,2,Eligible
0.0,python-developer,0.85,0.75,8.77,2.5,1.25,0.4,0.464,3.0,1.0,69.1,2,Eligible
5.0,software-developer,0.65,0.65,6.3,0.0,0.0,0.45,0.124,0.0,0.0,44.6,0,Foundational / Action Required
1.0,data-analyst,0.45,0.65,5.89,0.0,0.0,0.432,0.0,2.0,1.0,52.5,1,Partially Eligible
4.0,web-developer,0.85,1.0,7.58,1.5,1.5,0.518,0.696,2.0,0.0,71.5,2,Eligible
0.0,python-developer,0.92,1.0,8.32,4.0,2.0,0.967,0.709,3.0,4.0,99.0,3,Highly Eligible
2.0,machine-learning-engineer,0.85,1.0,7.31,0.0,0.0,0.58,0.527,1.0,1.0,66.9,1,Partially Eligible
